cn,uid,givenName,fullName,lastlogintime
R_Cos-Ca_Citadines_E,[],[],[],[]
R_Finances_Photovoltaique_E,[],[],[],[]
R_DGA-5_Suivi_dossiers_signales_E,[],[],[],[]
R_DGA-5_Reservation_Salles_L,[],[],[],[]
R_DGA-5_Envir_Direction_E,[],[],[],[]
R_Donnees-CR_Rapport-activite_E,[],[],[],[]
R_Planning_Resa_Salle_DGA_L,[],[],[],[]
R_Pce_Actions-Innovatrices_E,[],[],[],[]
R_DGA-4_DDE_Coordination_Programmes_E,[],[],[],[]
R_DGA-4_DDE_Direction_E,[],[],[],[]
R_DGA-4_DDE_Creation_E,[],[],[],[]
R_Donnees-CR_CG_DDE,[],[],[],[]
R_DGA-4_DDE_Innovation_E,[],[],[],[]
P_Magic,[],[],[],[]
R_DGA-4_DDE_Competitivite_E,[],[],[],[]
R_DGA-1_Moyens_generaux_PLANS_E,[],[],[],[]
R_DGA-1_Moyens_generaux_BDD_E,[],[],[],[]
R_Donnees-CR_f-liaison_E,[],[],[],[]
R_DGA-2_SysInfo_Direction_E,[],[],[],[]
Safir_Region,[],[],[],[]
Safir_Path,[],[],[],[]
URANUS_MGT_GRP,[],[],[],[]
CR,[],[],[],[]
CR,[],[],[],[]
CR,[],[],[],[]
CR,[],[],[],[]
CR,[],[],[],[]
CR,[],[],[],[]
Domain Controllers,[],[],[],[]
Cert Publishers,[],[],[],[]
Group Policy Creator Owners,[],[],[],[]
Administrators,[],[],[],[]
Domain Admins,[],[],[],[]
Enterprise Admins,[],[],[],[]
R_DGA-3_Education_Propriete_Lycees_E,[],[],[],[]
P_Juridisq_E,[],[],[],[]
R_DGA-5_Reservation_Proj-Portable_E,[],[],[],[]
R_Journal_Septimanie_E,[],[],[],[]
R_Donnees-CR_CG_Demande_CUS,[],[],[],[]
A_Icf,[],[],[],[]
Infra_service,[],[],[],[]
Infra_etudes,[],[],[],[]
R_Cabinet_Charges_de_Mission_R,[],[],[],[]
VMPO1_SIG3D,[],[],[],[]
P_SISMARCHES_REPORT,[],[],[],[]
R_DGA-2_DCP_Service_Marchés_Publique_E,[],[],[],[]
R_DGA-2_Bilans_Pour-Elus_E,[],[],[],[]
R_Donnees-CR_Dossiers_Suivis_L,[],[],[],[]
R_Cabinet_Direction_E,[],[],[],[]
A_Courrier_Cabinet,[],[],[],[]
R_Cabinet_RalaivaoFoot-Masclac,[],[],[],[]
R_DGA-3_DFPA_Direction_E,[],[],[],[]
R_DGA-3_DFPA_Form_Pro-App_Direction_E,[],[],[],[]
P_Marco,[],[],[],[]
R_Donnees-CR_Processus-Intervention_GT_L,[],[],[],[]
R_DGA-1_DPIEC_Direction,[],[],[],[]
A_Defpa_Prq_2004_E,[],[],[],[]
A_Courrier_GroupePC,[],[],[],[]
R_Vice-Presidents_PC,[],[],[],[]
R_DGA5_TER_E,[],[],[],[]
R_DGA5_SPT_E,[],[],[],[]
R_DGA5_DTC_IFTPR_E,[],[],[],[]
P_Xemelios_Prod_Agents,[],[],[],[]
R_DGA-1_Drh_Secretariat_E,[],[],[],[]
R_DGA-1_Drh_Retraites,[],[],[],[]
R_DGA-1_Drh_Regime-Indemnitaire_E,[],[],[],[]
R_DGA-1_Drh_Paye-Carriere_E,[],[],[],[]
R_DGA-1_Drh_Notation_E,[],[],[],[]
R_DGA-1_Drh_RSDCCT_E,[],[],[],[]
R_DGA-1_Drh_Cap,[],[],[],[]
GRP-TMA,[],[],[],[]
Users,[],[],[],[]
R_Donnees-CR_CG_Education,[],[],[],[]
R_Donnees-CR_CG_DPEC,[],[],[],[]
R_DGA-4_Culture_Patrimoine_Disque_L,[],[],[],[]
P_Texto-Word,[],[],[],[]
P_Texto_Gestion,[],[],[],[]
P_Gpe_Maj,[],[],[],[]
P_EPLE_Atanante_E,[],[],[],[]
P_DRH,[],[],[],[]
A_Election,[],[],[],[]
A_Art-Vif,[],[],[],[]
A_ALR,[],[],[],[]
Gp_Sirius,[],[],[],[]
R_DGA-2_DDA_Services_E,[],[],[],[]
R_Ces_Transfert_E,[],[],[],[]
P_Drh_Civitas,[],[],[],[]
P_DRH_As400_Chjoce,[],[],[],[]
GROUPE_PILOTE,[],[],[],[]
R_DGA-3_DFPA_Form-DE_E,[],[],[],[]
R_DGA-3_DFPA_Form_Pro-App_Chef-de-service_E,[],[],[],[]
iPrinters_1,[],[],[],[]
Service_Hotline,[],[],[],[]
iPrinters,[],[],[],[]
TOS,[],[],[],[]
CR_MILLENAIRE,[],[],[],[]
CR_Hotel_de_Region,[],[],[],[]
CR-DISTANTS,[],[],[],[]
R_DGA-1_Imprimerie_E,[],[],[],[]
Echange_Imprimerie,[],[],[],[]
R_DGA-1_DBMT_Direction_1-2-10_L,[],[],[],[]
R_DGA-3_DFPA_Coordination-Inno_E,[],[],[],[]
R_Donnees-CR_Projet-P2I_E,[],[],[],[]
R_DGA-2_Partage_DSI-Bull,[],[],[],[]
P_Suipi_5,[],[],[],[]
P_MGDIS,[],[],[],[]
P_CDelib_Gravage,[],[],[],[]
P_CDelib,[],[],[],[]
VMPO1_GND,[],[],[],[]
R_DGA-4_Cult-Pat_Inventaire-Photos_E,[],[],[],[]
R_DGA-4_Cult-Pat_Inventaire_E,[],[],[],[]
R_DGA-2_SysInfo_Service_E,[],[],[],[]
R_DGA5_DTC_Sous-Direction-Ports_BENEDETTO_E,[],[],[],[]
R_DGA5_SPT_CNM,[],[],[],[]
R_Bull,[],[],[],[]
CR_Hotel_de_Region,[],[],[],[]
CR-DISTANTS,[],[],[],[]
TOS,[],[],[],[]
CR_MILLENAIRE,[],[],[],[]
CR_Hotel_de_Region,[],[],[],[]
CR_MILLENAIRE,[],[],[],[]
TOS,[],[],[],[]
CR-DISTANTS,[],[],[],[]
GRP-HOTLINE,[],[],[],[]
R_VMPO1_Partage_OSIATIS_DSI,[],[],[],[]
R_Cabinet_Protocole_E,[],[],[],[]
R_COMMUNICATION_PHOTOS_DISK,[],[],[],[]
R_COMMUNICATION_POLE-INFO,[],[],[],[]
R_COMMUNICATION_PHOTOS_DISK_L,[],[],[],[]
R_Communication_E,[],[],[],[]
R_Donnees-CR_Rapports_E,[],[],[],[]
Mobility,[],[],[],[]
GUP-Informatique,[],[],[],[]
ACCES_VPN_ASA,[],[],[],[]
ACCES_SUPERVISION,[],[],[],[]
ACCESS_ETEMPTATION,[],[],[],[]
ACCES_GLPI,[],[],[],[]
GRP-TME_ADMIN,[],[],[],[]
ACCES_MANTIS,[],[],[],[]
ACCES_SESAME,[],[],[],[]
ACCES_SIGQUALIF,[],[],[],[]
ACCES_EXTRANET,[],[],[],[]
GROUP_INFORMATIQUE_TEST,[],[],[],[]
gediweb,[],[],[],[]
ACCES_VPNSSL_FULL,[],[],[],[]
ACCES_NETSTORAGE,[],[],[],[]
gpt_administrators,[],[],[],[]
ACCES_SIGCRLR,[],[],[],[]
ACCES_DOTPROJECT,[],[],[],[]
ACCES_CARTO,[],[],[],[]
ACCES_INTRANET,[],[],[],[]
zedoc,[],[],[],[]
S_Volume_TMA_L,[],[],[],[]
S_Disque_O,[],[],[],[]
Gp_Admin,[],[],[],[]
GP_info,[],[],[],[]
R_Contrat-de-Parc_E,[],[],[],[]
P_Agile_EPLE_E,[],[],[],[]
P_Safir,[],[],[],[]
VMPO1_SIG,[],[],[],[]
R_Donnees-CR_Carto_Echangees,[],[],[],[]
R_DGA5_DTC_Sous-Direction-Ports_E,[],[],[],[]
R_DGA5_DTC_Sous-Direction-Ports_Echange_E,[],[],[],[]
admingroup,[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
[root],[],[],[],[]
admingroup,[],[],[],[]
manager,[],[],[],[]
admin,[],[],[],[]
sshadmn-Administrators,[],[],[],[]
apchadmn-Administrators,[],[],[],[]
DNSDHCP-GROUP,[],[],[],[]
R_DGA-4_DRAEL_Filieres_E,[],[],[],[]
Domain Users,[],[],[],[]
Everyone,[],[],[],[]
"['P_Gedelib_Users', 'groupe des utilisateurs de Gedéliberation']",[],[],[],[]
"['Dev_Direction', 'Dev_Service_Portuaire']",[],[],[],[]
