user,uid,path,trustee,appliesto
.CN=GandonE.OU=HDV.O=ANNECY.T=MRY.,GandonE,\STATIO\Gandon,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=GandonE.OU=HDV.O=ANNECY.T=MRY.,GandonE,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Statio-secretariat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-secretariat,\STATIO\COMMUN\Secretariat,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Statio-secretariat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-secretariat,\STATIO\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Statio-secretariat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-secretariat,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Statio-exploitation.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-exploitation,\STATIO\Exploitation,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Statio-exploitation.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-exploitation,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO\BARRIQUAND\Dossiers parkings,,ThisFolderSubFoldersAndFiles
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO\BARRIQUAND,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-PrevTranq.OU=HDV.O=ANNECY.T=MRY.,GG_1-PrevTranq,\Prévention Tranquillité\Commun,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-PrevTranq.OU=HDV.O=ANNECY.T=MRY.,GG_1-PrevTranq,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=GacC.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,GacC,\Prévention Tranquillité\Gac,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=GacC.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,GacC,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PreventionTranquillite.OU=HDV.O=ANNECY.T=MRY.,GG_PreventionTranquillite,\Prévention Tranquillité\Gac,,ThisFolderSubFoldersAndFiles
.CN=PreventionTranquillite.OU=HDV.O=ANNECY.T=MRY.,GG_PreventionTranquillite,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-PrevTranq2.OU=HDV.O=ANNECY.T=MRY.,GG_1-PrevTranq2,\Prévention Tranquillité\Marco,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-PrevTranq2.OU=HDV.O=ANNECY.T=MRY.,GG_1-PrevTranq2,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Brigade_environnement.OU=HDV.O=ANNECY.T=MRY.,Brigade_environnement,\Prévention Tranquillité\Brigade Environnement,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Brigade_environnement.OU=HDV.O=ANNECY.T=MRY.,Brigade_environnement,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=JanssensD.OU=HDV.O=ANNECY.T=MRY.,JanssensD,\Prévention Tranquillité\Janssens,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=JanssensD.OU=HDV.O=ANNECY.T=MRY.,JanssensD,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DonzierH.OU=HDV.O=ANNECY.T=MRY.,DonzierH,\Prévention Tranquillité\Marco\à supprimer\SECURITE PREVENTION ROUTIERE,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DonzierH.OU=HDV.O=ANNECY.T=MRY.,DonzierH,\Prévention Tranquillité\Marco\à supprimer,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DonzierH.OU=HDV.O=ANNECY.T=MRY.,DonzierH,\Prévention Tranquillité\Marco,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DonzierH.OU=HDV.O=ANNECY.T=MRY.,DonzierH,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-BatDiagn.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatDiagn,\batiment\Diagnostics,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-BatDiagn.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatDiagn,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Manufacture.OU=HDV.O=ANNECY.T=MRY.,Manufacture,\batiment\Manufacture,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Manufacture.OU=HDV.O=ANNECY.T=MRY.,Manufacture,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-BatMenage.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatMenage,\batiment\Ménage,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-BatMenage.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatMenage,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DaudinC.OU=HDV.O=ANNECY.T=MRY.,DaudinC,\batiment\Daudin,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DaudinC.OU=HDV.O=ANNECY.T=MRY.,DaudinC,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=RevilL.OU=HDV.O=ANNECY.T=MRY.,RevilL,\batiment\Revil,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=RevilL.OU=HDV.O=ANNECY.T=MRY.,RevilL,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-BatCompt.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatCompt,\batiment\Pôle Comptabilité,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-BatCompt.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatCompt,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PoleEnergie.OU=HDV.O=ANNECY.T=MRY.,GG_PoleEnergie,\batiment\Pôle énergie,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PoleEnergie.OU=HDV.O=ANNECY.T=MRY.,GG_PoleEnergie,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CousinS.OU=HDV.O=ANNECY.T=MRY.,CousinS,\batiment\Cousin,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CousinS.OU=HDV.O=ANNECY.T=MRY.,CousinS,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SenetY.OU=PST.O=ANNECY.T=MRY.,SenetY,\batiment\Senet,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SenetY.OU=PST.O=ANNECY.T=MRY.,SenetY,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FatmiT.OU=PST.O=ANNECY.T=MRY.,FatmiT,\batiment\Fatmi,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FatmiT.OU=PST.O=ANNECY.T=MRY.,FatmiT,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-EnergiePlom.OU=HDV.O=ANNECY.T=MRY.,GG_1-EnergiePlom,\batiment\Energie_Plomberie,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-EnergiePlom.OU=HDV.O=ANNECY.T=MRY.,GG_1-EnergiePlom,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Energieelec.OU=HDV.O=ANNECY.T=MRY.,GG_1-Energieelec,\batiment\Energie_Elec,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Energieelec.OU=HDV.O=ANNECY.T=MRY.,GG_1-Energieelec,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-EnergieChauff.OU=HDV.O=ANNECY.T=MRY.,GG_1-EnergieChauff,\batiment\Energie_Chauffage,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-EnergieChauff.OU=HDV.O=ANNECY.T=MRY.,GG_1-EnergieChauff,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-BatClefs.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatClefs,\batiment\Clés,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-BatClefs.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatClefs,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BelhadjA.OU=HDV.O=ANNECY.T=MRY.,BelhadjA,\batiment\Belhadj,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BelhadjA.OU=HDV.O=ANNECY.T=MRY.,BelhadjA,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CaundayS.OU=HDV.O=ANNECY.T=MRY.,CaundayS,\batiment\Caunday,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CaundayS.OU=HDV.O=ANNECY.T=MRY.,CaundayS,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BriffodN.OU=HDV.O=ANNECY.T=MRY.,BriffodN,\batiment\Briffod,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BriffodN.OU=HDV.O=ANNECY.T=MRY.,BriffodN,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SironiD.OU=HDV.O=ANNECY.T=MRY.,SironiD,\batiment\Sironi,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SironiD.OU=HDV.O=ANNECY.T=MRY.,SironiD,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-BatCC.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatCC,\batiment\Nouvelle CC,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-BatCC.OU=HDV.O=ANNECY.T=MRY.,GG_1-BatCC,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MilletN.OU=HDV.O=ANNECY.T=MRY.,MilletN,\batiment\Millet,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MilletN.OU=HDV.O=ANNECY.T=MRY.,MilletN,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Batiment.OU=HDV.O=ANNECY.T=MRY.,GG_Batiment,\batiment\Revil\A secure,,ThisFolderSubFoldersAndFiles
.CN=Batiment.OU=HDV.O=ANNECY.T=MRY.,GG_Batiment,\batiment\Revil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Batiment.OU=HDV.O=ANNECY.T=MRY.,GG_Batiment,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=RevilL.OU=HDV.O=ANNECY.T=MRY.,RevilL,\batiment\Revil\A secure,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=RevilL.OU=HDV.O=ANNECY.T=MRY.,RevilL,\batiment\Revil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=RevilL.OU=HDV.O=ANNECY.T=MRY.,RevilL,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BuzioF.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BuzioF,\batiment\Pôle Comptabilité\FONCTIONNEMENT\REMBOURSEMENT PAR -  TITRES RECETTE - frais PAR d'autres redevables - 70878 - 70876,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BuzioF.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BuzioF,\batiment\Pôle Comptabilité\FONCTIONNEMENT,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BuzioF.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BuzioF,\batiment\Pôle Comptabilité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BuzioF.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BuzioF,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PetrierJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,PetrierJ,\batiment\Pôle Comptabilité\FONCTIONNEMENT\REMBOURSEMENT PAR -  TITRES RECETTE - frais PAR d'autres redevables - 70878 - 70876,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PetrierJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,PetrierJ,\batiment\Pôle Comptabilité\FONCTIONNEMENT,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PetrierJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,PetrierJ,\batiment\Pôle Comptabilité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PetrierJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,PetrierJ,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Bat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bat,\batiment\Pôle Comptabilité\FONCTIONNEMENT\REMBOURSEMENT PAR -  TITRES RECETTE - frais PAR d'autres redevables - 70878 - 70876,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Bat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bat,\batiment\Pôle Comptabilité\FONCTIONNEMENT,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Bat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bat,\batiment\Pôle Comptabilité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Bat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bat,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Bat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bat,\batiment\Pôle Comptabilité\FONCTIONNEMENT\REMBOURSEMENT A - FACTURES - frais  A d'autres organismes -  62878 - 62876,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Bat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bat,\batiment\Pôle Comptabilité\FONCTIONNEMENT,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Bat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bat,\batiment\Pôle Comptabilité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Bat.OU=HDV.O=ANNECY.T=MRY.,GG_1-Bat,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Batiment.OU=HDV.O=ANNECY.T=MRY.,GG_Batiment,\batiment\Senet\A Secure,,ThisFolderSubFoldersAndFiles
.CN=Batiment.OU=HDV.O=ANNECY.T=MRY.,GG_Batiment,\batiment\Senet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Batiment.OU=HDV.O=ANNECY.T=MRY.,GG_Batiment,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SenetY.OU=PST.O=ANNECY.T=MRY.,SenetY,\batiment\Senet\A Secure,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SenetY.OU=PST.O=ANNECY.T=MRY.,SenetY,\batiment\Senet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SenetY.OU=PST.O=ANNECY.T=MRY.,SenetY,\batiment,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CollettiF.OU=BONLIEU.O=ANNECY.T=MRY.,CollettiF,\bonlieu\Colletti,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CollettiF.OU=BONLIEU.O=ANNECY.T=MRY.,CollettiF,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CollettiF.OU=BONLIEU.O=ANNECY.T=MRY.,CollettiF,\bonlieu\Colletti\Dufour,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CollettiF.OU=BONLIEU.O=ANNECY.T=MRY.,CollettiF,\bonlieu\Colletti,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CollettiF.OU=BONLIEU.O=ANNECY.T=MRY.,CollettiF,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FridA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,FridA,\bonlieu\Frid,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FridA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,FridA,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BouissonnieJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BouissonnieJ,\bonlieu\Frid,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BouissonnieJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BouissonnieJ,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LameracV.OU=BONLIEU.O=ANNECY.T=MRY.,LameracV,\bonlieu\Lamerac,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LameracV.OU=BONLIEU.O=ANNECY.T=MRY.,LameracV,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Chavasse-fretazK.OU=BONLIEU.O=ANNECY.T=MRY.,Chavasse-fretazK,\bonlieu\Secretariat,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Chavasse-fretazK.OU=BONLIEU.O=ANNECY.T=MRY.,Chavasse-fretazK,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-BonlieuSec.OU=HDV.O=ANNECY.T=MRY.,GG_1-BonlieuSec,\bonlieu\Secretariat,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-BonlieuSec.OU=HDV.O=ANNECY.T=MRY.,GG_1-BonlieuSec,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-FDL.OU=HDV.O=ANNECY.T=MRY.,GG_1-FDL,\bonlieu\Fete du lac,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-FDL.OU=HDV.O=ANNECY.T=MRY.,GG_1-FDL,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Bonlieu_stagiaire.OU=BONLIEU.O=ANNECY.T=MRY.,Bonlieu_stagiaire,\bonlieu\Stagiaire,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Bonlieu_stagiaire.OU=BONLIEU.O=ANNECY.T=MRY.,Bonlieu_stagiaire,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Bonlieu.OU=BONLIEU.O=ANNECY.T=MRY.,GG_Bonlieu,\bonlieu\Administration,,ThisFolderSubFoldersAndFiles
.CN=Bonlieu.OU=BONLIEU.O=ANNECY.T=MRY.,GG_Bonlieu,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-BonlieuAdmin.OU=HDV.O=ANNECY.T=MRY.,GG_1-BonlieuAdmin,\bonlieu\Administration,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-BonlieuAdmin.OU=HDV.O=ANNECY.T=MRY.,GG_1-BonlieuAdmin,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-BonlieuRestrein.OU=HDV.O=ANNECY.T=MRY.,GG_1-BonlieuRestrein,\Direction Bonlieu,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Favre-bonvinS.OU=BONLIEU.O=ANNECY.T=MRY.,Favre-bonvinS,\bonlieu\Favre-Bonvin,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Favre-bonvinS.OU=BONLIEU.O=ANNECY.T=MRY.,Favre-bonvinS,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SaulnierC.OU=HDV.O=ANNECY.T=MRY.,SaulnierC,\bonlieu\Saulnier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SaulnierC.OU=HDV.O=ANNECY.T=MRY.,SaulnierC,\bonlieu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CheffiE.OU=HDV.O=ANNECY.T=MRY.,CheffiE,\cabinet\Cheffi,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CheffiE.OU=HDV.O=ANNECY.T=MRY.,CheffiE,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LebeauJ.OU=HDV.O=ANNECY.T=MRY.,LebeauJ,\cabinet\LEBEAU,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LebeauJ.OU=HDV.O=ANNECY.T=MRY.,LebeauJ,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LebeauJ.OU=HDV.O=ANNECY.T=MRY.,LebeauJ,\cabinet\Jarnier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LebeauJ.OU=HDV.O=ANNECY.T=MRY.,LebeauJ,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Cabinet-Repertoire.OU=HDV.O=ANNECY.T=MRY.,GG_Cabinet-Repertoire,\cabinet\Répertoire,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Cabinet-Repertoire.OU=HDV.O=ANNECY.T=MRY.,GG_Cabinet-Repertoire,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=YamaniA.OU=HDV.O=ANNECY.T=MRY.,YamaniA,\cabinet\Yamani,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=YamaniA.OU=HDV.O=ANNECY.T=MRY.,YamaniA,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FournierM.OU=HDV.O=ANNECY.T=MRY.,FournierM,\cabinet\Fournier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FournierM.OU=HDV.O=ANNECY.T=MRY.,FournierM,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=HerlemontS.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,HerlemontS,\cabinet\Arnoux-Herlemont,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=HerlemontS.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,HerlemontS,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Cabinet.OU=HDV.O=ANNECY.T=MRY.,GG_Cabinet,\cabinet\COMMUN\Salles,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Cabinet.OU=HDV.O=ANNECY.T=MRY.,GG_Cabinet,\cabinet\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Cabinet.OU=HDV.O=ANNECY.T=MRY.,GG_Cabinet,\cabinet,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-CabinetSalles.OU=HDV.O=ANNECY.T=MRY.,GG_1-CabinetSalles,\cabinet\COMMUN\Salles,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
